_unit_id , male_score , female_score , brand_Score
815719226 , 0.193040239916 , 0.460081681875 , 0.346878078208
815719227 , 0.431661296005 , 0.568037243668 , 0.00030146032704
815719229 , 0.999895518028 , 8.1403474283e-05 , 2.30784980345e-05
815719230 , 0.328986405561 , 0.624631443242 , 0.0463821511965
815719231 , 0.17235465196 , 0.827438098212 , 0.000207249827904
815719232 , 6.33172481842e-05 , 2.03991577101e-05 , 0.999916283594
815719233 , 0.00225392156485 , 8.43171041587e-07 , 0.997745235264
815719234 , 0.817491008684 , 0.154510780564 , 0.0279982107515
815719235 , 0.682821063415 , 0.316518167195 , 0.000660769390439
815719237 , 0.422675549892 , 0.110163815309 , 0.467160634799
815719239 , 0.000916573650178 , 4.73661816681e-05 , 0.999036060168
815719241 , 0.329532420539 , 0.402900371552 , 0.267567207909
815719242 , 0.0651924004763 , 0.934804560756 , 3.03876749166e-06
815719243 , 0.93944545381 , 0.0605534030089 , 1.14318131018e-06
815719244 , 0.24419712559 , 0.595678706043 , 0.160124168367
815719246 , 0.266437649078 , 0.517744120004 , 0.215818230918
815719247 , 0.014426901415 , 0.985555814484 , 1.72841009494e-05
815719248 , 0.251481811931 , 0.731027502487 , 0.017490685582
815719249 , 0.252174031088 , 0.649678129746 , 0.0981478391664
815719250 , 0.996876389204 , 0.00301206373799 , 0.00011154705765
815719251 , 0.173745468167 , 0.826240431476 , 1.41003565169e-05
815719254 , 0.128804120204 , 0.871184872336 , 1.10074602679e-05
815719256 , 0.0154212816398 , 0.000865534515352 , 0.983713183845
815719257 , 0.890548076159 , 0.0691721246226 , 0.0402797992187
815719258 , 0.0574689824712 , 0.942523442645 , 7.57488353805e-06
815719259 , 0.460963694909 , 0.538618124507 , 0.000418180584429
815719260 , 1.21596265685e-06 , 2.94069506991e-09 , 0.999998781097
815719261 , 0.474256520577 , 0.444848989562 , 0.0808944898609
815719262 , 0.0474886951631 , 0.00279408078313 , 0.949717224054
815719263 , 0.641040383838 , 0.345527269803 , 0.0134323463591
815719264 , 0.600911557944 , 0.366007883674 , 0.0330805583817
815719265 , 0.908703528525 , 0.0907877821514 , 0.000508689323648
815719266 , 0.000319920379322 , 0.00185514815865 , 0.997824931462
815719267 , 0.558361942284 , 0.441032315806 , 0.000605741909712
815719268 , 0.000572051158336 , 7.52019246575e-05 , 0.999352746917
815719270 , 0.908909671206 , 0.0751984350977 , 0.0158918936965
815719271 , 0.17680687063 , 0.823081954131 , 0.000111175238956
815719272 , 0.0383363755831 , 0.961645085828 , 1.8538588757e-05
815719273 , 0.727052482327 , 0.243130470549 , 0.0298170471237
815719275 , 0.188566976889 , 0.0518147141095 , 0.759618309002
815719277 , 0.406154451945 , 0.236733671132 , 0.357111876923
815719279 , 0.174859114075 , 0.810574589313 , 0.0145662966128
815719280 , 0.360174844058 , 0.528825816673 , 0.110999339269
815719281 , 0.477609736101 , 0.518758566061 , 0.00363169783811
815719283 , 2.48957740681e-06 , 1.40121851398e-09 , 0.999997509021
815719284 , 0.865971056075 , 0.0677703658975 , 0.0662585780276
815719286 , 0.984036478989 , 0.0105348017104 , 0.00542871930006
815719287 , 0.0523010411591 , 0.947177126413 , 0.000521832427759
815719288 , 0.36840327988 , 0.59416376502 , 0.0374329550996
815719289 , 0.968599152007 , 0.0276883383035 , 0.0037125096892
815719290 , 0.159577604314 , 0.840166487103 , 0.000255908583096
815719292 , 0.24676790148 , 0.00608509956412 , 0.747146998956
815719293 , 0.00599435478541 , 0.993995822674 , 9.82254100768e-06
815719294 , 0.652781429355 , 0.293831780723 , 0.0533867899215
815719297 , 0.0352344501931 , 0.0362125991268 , 0.92855295068
815719298 , 0.278724750187 , 0.720533782867 , 0.000741466945514
815719300 , 0.0024959842442 , 0.000579142365176 , 0.996924873391
815719301 , 0.031132866204 , 0.968865204007 , 1.92978875506e-06
815719302 , 0.0134514797481 , 0.00183419066855 , 0.984714329583
815719303 , 0.023962457712 , 0.00298334530249 , 0.973054196985
815719304 , 0.299895487326 , 0.700094292991 , 1.02196832627e-05
815719305 , 0.185542538054 , 0.808843411829 , 0.00561405011744
815719306 , 0.346259986056 , 0.366787295169 , 0.286952718775
815719308 , 1.41964915233e-05 , 2.50771961773e-08 , 0.999985778431
815719309 , 0.944215873903 , 0.0551300949188 , 0.000654031178002
815719310 , 0.125278451703 , 5.14081127095e-05 , 0.874670140184
815719312 , 0.911841711185 , 0.0881582881202 , 6.94327947996e-10
815719313 , 0.169212919407 , 0.551187442173 , 0.27959963842
815719317 , 0.00135756249212 , 0.000278260816741 , 0.998364176691
815719319 , 0.0080130084542 , 0.000251472770786 , 0.991735518775
815719320 , 0.910229533368 , 0.0869643790377 , 0.00280608759473
815719325 , 0.631248399025 , 0.285131671838 , 0.0836199291364
815719326 , 0.610068196855 , 0.388112627269 , 0.00181917587536
